"id","type","title","director","cast","country","data_added","release_year","rating","duration","duration_units","genre","plot","score","google_language","google_genre","google_plot"
"s5149","Movie","Voyeur","Myles Kane, Josh Koury","Gay Talese","United States",2017-12-01,2017,"TV-MA",96,"min","Documentaries","Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.",55,"absent","absent","Gay Talese investigates Gerald Foos, a Colorado motel owner who spies on his guests. Using a carefully constructed platform in the motel's attic, Foos documents his guests most private moments, from the mundane to the shocking."
"s6301","Movie","Bhouri","Jasbir Bijendra Bhati","Raghuvir Yadav, Masha Paur, Mohan Joshi, Manoj Joshi, Mukesh Tiwari, Shakti Kapoor, Sitaram Panchal, Kunika Lall","India",2017-12-01,2017,"TV-14",123,"min","Dramas, Independent Movies, International Movies","A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.",82,"present","absent","A 23-year-old woman named Bhouri, who is married to a middle-aged man, struggles to deal with the brutal realities of a patriarchal society."
"s6608","Movie","Diana: In Her Own Words","","","United Kingdom",2017-12-01,2017,"TV-PG",113,"min","Documentaries, International Movies","Featuring archival footage and personal recordings, this documentary offers candid insight into the life of the beloved princess.",89,"absent","absent","Diana: In Her Own Words is a television documentary that was broadcast on Channel 4 in the United Kingdom on 6 August 2017. This film was produced by Kaboom Film and Television of the United Kingdom. Wikipedia"
"s6784","Movie","Forbidden Games: The Justin Fashanu Story","Jon Carey, Adam Darke","Justin Fashanu, John Fashanu","United Kingdom",2017-12-01,2017,"TV-14",81,"min","Documentaries, International Movies, LGBTQ Movies","This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer.",86,"absent","absent","The trials of professional soccer player Justin Fashanu, as he reveals that he is gay. Plus how the decision to be open affected both his personal life and career."
"s8391","Movie","The Legend of 420","Peter Spirer","","United States",2017-12-01,2017,"TV-MA",87,"min","Documentaries","This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more.",83,"absent","absent","Filmmakers explore the controversial use of marijuana and the evolution of society's perception of the drug, including today's push to decriminalize its use."
"s6327","Movie","Black Site Delta","Jesse Gustafson","Cam Gigandet, Teri Reeves, Michael Dale, Dion Mucciacito, Casey Hendershot, Benjamin Charles Watson, John Brodsky, Arash Mokhtar","United States",2017-08-09,2017,"TV-MA",88,"min","Action & Adventure","After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.",60,"absent","absent","After discovering that their secret military prison is under attack by terrorists, a unlikely group of inmates do their best in order to survive."
"s5335","Movie","Baahubali 2: The Conclusion (Hindi Version)","S.S. Rajamouli","Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju","India",2017-08-07,2017,"TV-MA",165,"min","Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.",80,"absent","absent","After learning that his father was brutally killed by Bhallaladeva, Mahendra Baahubali raises an army to defeat him and release his mother from the former's captivity."
"s5336","Movie","Baahubali 2: The Conclusion (Malayalam Version)","S.S. Rajamouli","Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju","",2017-08-07,2017,"TV-14",166,"min","Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Malayalam conclusion to the historic saga.",80,"absent","absent","After learning that his father was brutally killed by Bhallaladeva, Mahendra Baahubali raises an army to defeat him and release his mother from the former's captivity."
"s5337","Movie","Baahubali 2: The Conclusion (Tamil Version)","S.S. Rajamouli","Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju","",2017-08-07,2017,"TV-MA",166,"min","Action & Adventure, Dramas, International Movies","To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Tamil conclusion to the historic saga.",80,"absent","absent","After learning that his father was brutally killed by Bhallaladeva, Mahendra Baahubali raises an army to defeat him and release his mother from the former's captivity."
"s5345","Movie","Message from the King","Fabrice Du Welz","Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States",2017-08-04,2017,"R",103,"min","Independent Movies, Thrillers","On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",65,"absent","absent","After Jacob King receives a call from his sister stating that she is in trouble, he decides to help her. In the process, he learns about her life, which includes drugs and prostitution."
"s5346","TV Show","Wet Hot American Summer: Ten Years Later","","Elizabeth Banks, Lake Bell, H. Jon Benjamin, Michael Ian Black, Sarah Burns, Josh Charles, Jai Courtney, Beth Dover, John Early, Mark Feuerstein, Janeane Garofalo, Skyler Gisondo, Nina Hellman, Samm Levine, Joe Lo Truglio, Ken Marino, Christopher Meloni, Alyssa Milano, A.D. Miles, Marguerite Moreau, Eric Nenninger, Zak Orth, David Hyde Pierce, Chris Pine, Amy Poehler, Paul Rudd, Jason Schwartzman, Adam Scott, Molly Shannon, Michael Showalter, Rich Sommer, David Wain, Kristen Wiig","United States",2017-08-04,2017,"TV-MA",1,"Season","TV Comedies","A decade after their wild summer as junior counselors, the gang reunites for a weekend of bonding, hanky-panky and hair-raising adventures.",67,"present","absent","It\'s been 10 years since the ""Wet Hot American Summer"" gang has left Camp Firewood and, living up to a promise from a decade earlier, the friends head back to the campgrounds for a reunion. They\'ve gone in different directions since camp -- McKinley has a newborn baby while ragged-looking Gene is living out of his RV, for example -- but they come together for a common cause after receiving unsettling news. When distraught Beth announces that she\'s selling the camp, the newly re-formed group attempts to save their old stomping grounds. Joining the ensemble cast for this installment of the franchise are Dax Shepard, Alyssa Milano and Adam Scott.â€¦\xa0MORE"
"s4673","TV Show","Cathedral of the Sea","","Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina","Spain",2018-08-31,2017,"TV-MA",1,"Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition.",87,"absent","present","In 14th-century Barcelona, a serf's determined climb to wealth and freedom incurs the disdain of the noble class and the suspicion of the Inquisition."
"s4679","TV Show","Undercover Law","","Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega","Colombia",2018-08-31,2017,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Female intelligence agents infiltrate the disparate aspects of a Colombian cartel in an attempt to take down the drug lords and their associates.",57,"present","present","Sandra, Amelia and Tatiana are three secret agents who infiltrate criminal groups, putting at risk not only their lives, but also those of their relatives. Meanwhile, Alejandra, a drugs mule, becomes an informant in order to avoid going to jail."
"s5347","Movie","The Invisible Guardian","Fernando González Molina","Marta Etura, Elvira Mínguez, Francesc Orella, Itziar Aizpuru, Nene, Miquel Fernández, Pedro Casablanc, Colin McFarlane, Benn Northover","Spain, Germany",2017-08-03,2017,"TV-MA",129,"min","International Movies, Thrillers","When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past.",71,"absent","absent","A police officer trained by the FBI returns to his hometown in Navarra to trace a serial killer. At the same time, he is also confronted with his own past."
"s5316","Movie","Ryan Hamilton: Happy Face","Marcus Raboy","Ryan Hamilton","United States",2017-08-29,2017,"TV-14",57,"min","Stand-Up Comedy","Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",78,"absent","absent","Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone."
"s6378","Movie","Bring It On: Worldwide Showdown","Robert Adetuyi","Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox","United States",2017-08-29,2017,"PG-13",95,"min","Comedies","When cheerleading champs the Rebels are challenged by an edgy new squad, they take on teams from all over the world in a virtual cheer battle.",64,"absent","absent","A national award-winning cheerleading squad, The Rebels, competes against a new and rival cheerleading team, The Truth, in an international virtual battle."
"s192","Movie","Wind River","Taylor Sheridan","Jeremy Renner, Elizabeth Olsen, Jon Bernthal, Gil Birmingham, Kelsey Asbille, Tantoo Cardinal, Teo Briones, Matthew Del Negro, Hugh Dillon, Julia Jones, James Jordan, Eric Lange, Martin Sensmeier, Mason Davis, Graham Greene","United Kingdom, Canada, United States",2021-08-28,2017,"R",107,"min","Dramas, Independent Movies","A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.",87,"absent","absent","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder and hopes to get redemption from his past regrets."
"s4681","Movie","Qarib Qarib Singlle","Tanuja Chandra","Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala","India",2018-08-28,2017,"TV-14",120,"min","Comedies, International Movies, Romantic Movies","After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",86,"absent","absent","Two contrasting personalities, Yogi and Jaya, meet through a dating app and rediscover themselves while they set out to revisit their past."
"s5318","Movie","Berlin Syndrome","Cate Shortland","Matthias Habich, Max Riemelt, Teresa Palmer, Lucie Aron, Emma Bading","Australia",2017-08-25,2017,"R",116,"min","International Movies, Thrillers","What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.",72,"present","absent","A young photographer meets a teacher on a night out and goes back to his. However, things take a dark turn when the disturbed teacher holds the young photographer captive in his Berlin apartment."
"s8463","Movie","The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe","Randall Lobb, Robert McCallum","","Canada, United States",2018-08-24,2017,"TV-14",96,"min","Documentaries","This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show.",50,"absent","absent","He-man, an action figure originally developed as a competing toy of Star Wars', becomes a hero. It has been so popular that it produces its own spin-off series, She-Ra, and builds its own empire of He-man world."
"s8400","Movie","The Lodgers","Brian O'Malley","Charlotte Vega, Bill Milner, David Bradley, Eugene Simon, Moe Dunford, Deirdre O'Kane, Roisin Murphy, Anthony Murphy, Brendan O'Rourke, Emmett Kelly","Ireland",2018-08-23,2017,"R",93,"min","Horror Movies, International Movies","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",65,"absent","absent","A family curse confines orphaned twins Rachel and Edwards to their home, in punishment for their ancestors' sins. Bound to the rules of a haunting childhood lullaby, the twins must never let any outsiders inside the house, must be in their rooms by the chime of midnight, and must never be separated from one another. Breaking any of these rules will incur the wrath of a sinister presence that inhabits the house after midnight.â€¦\xa0MORE"
"s6746","Movie","Feel Rich","Peter Spirer","Quincy Jones, Common, Russell Simmons, Fat Joe, Paul Wall, Quincy Jones III","United States",2017-08-23,2017,"TV-MA",70,"min","Documentaries","Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness.",91,"absent","absent","Common, The Game, Quincy Jones and other hip-hop artists discuss the dramatic changes they made in their lives to improve their health."
"s5320","Movie","Lynne Koplitz: Hormonal Beast","Marcus Raboy","Lynne Koplitz","United States",2017-08-22,2017,"TV-MA",51,"min","Stand-Up Comedy","Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",82,"absent","absent","Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want."
"s4691","Movie","Bareilly Ki Barfi","Ashwiny Iyer Tiwari","Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal","India",2018-08-21,2017,"TV-14",110,"min","Comedies, Dramas, International Movies","When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection.",88,"absent","absent","After reading a book that changes her life, Bitti is intent on meeting the author. Her quest takes her to a publisher, Chirag, who leads her to believe that the writer is Pritam Vidrohi."
"s4692","Movie","Mersal","Atlee Kumar","Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj","India",2018-08-21,2017,"TV-14",162,"min","Action & Adventure, Dramas, International Movies","A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic.",74,"absent","absent","Maaran, a doctor, is falsely arrested for the murder of his colleague, Dr Arjun Zachariah. He soon discovers that the real culprit is a lookalike who aims to expose corruption in the medical industry."
"s4695","Movie","Toilet: Ek Prem Katha","Shree Narayan Singh","Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey","India",2018-08-21,2017,"TV-14",145,"min","Comedies, Dramas, International Movies","On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation.",84,"absent","absent","Keshav falls in love with Jaya and gets married to her. However, she complains that there is no toilet in the house and he tries to pacify her with temporary arrangements."
"s8657","Movie","Unacknowledged","Michael Mazzola","","United States",2017-08-21,2017,"TV-MA",104,"min","Documentaries","Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.",81,"absent","absent","Disclosure Project founder Dr. Steven M. Greer offers evidence of extraterrestrial contact, including top-secret testimonials, documents and never-before-seen UFO footage."
"s2117","Movie","Meet the In-Laws","Niyi Akinmolayan","Adeniyi Johnson, Tina Mba, Dele Odule, Lilian Esoro, Amaechi Muonagor, Blessing Onwukwe, Dayo Amusa, Kenneth Okolie","Nigeria",2020-08-18,2017,"TV-PG",75,"min","Comedies, Dramas, International Movies","When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences.",73,"absent","absent","Meet the In-Laws is a 2011 South Korean film directed by Kim Jin-young, starring Song Sae-byeok and Lee Si-young.\nThe Korean title literally translates to ""Dangerous Formal Greeting Between Families of the Bride and Bridegroom,"" hence the alternate English titles Clash of the Families and Dangerous Meeting. Wikipedia"
"s5321","TV Show","Dinotrux","","Andrew Francis, Richard Ian Cox, Ashleigh Ball, Matt Hill, Brian Drummond, Paul Dobson","United States",2017-08-18,2017,"TV-Y7",5,"Seasons","Kids' TV","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",79,"absent","present","Ty Rux and Revvit inhabit a world of giant creatures that are half dinosaur and half truck."
"s5322","TV Show","Marvel's The Defenders","","Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones, Sigourney Weaver, Elodie Yung, Elden Henson, Jessica Henwick, Simone Missick, Rachael Taylor, Deborah Ann Woll, Rosario Dawson, Carrie-Anne Moss, Eka Darville, Scott Glenn","United States",2017-08-18,2017,"TV-MA",1,"Season","Crime TV Shows, TV Action & Adventure, TV Dramas","Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",75,"present","present","Four superheroes and vigilantes unite their powers in order to fight the Hand, a supervillain who threatens to destroy New York City."
"s5324","Movie","What Happened to Monday","Tommy Wirkola","Noomi Rapace, Willem Dafoe, Glenn Close, Marwan Kenzari, Christian Rubeck, Pål Sverre Hagen, Tomiwa Edun, Cassie Clare, Cameron Jack, Clara Read, Robert Wagner","United Kingdom, France, United States, Belgium",2017-08-18,2017,"TV-MA",124,"min","Action & Adventure, Sci-Fi & Fantasy","In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",82,"absent","absent","In a world where families are allowed only one child due to overpopulation, resourceful identical septuplets must avoid governmental execution and dangerous infighting while investigating the disappearance of one of their own."
"s6535","Movie","Cop and a Half: New Recruit","Jon Rosenbaum","Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander","Canada",2017-08-17,2017,"PG",96,"min","Children & Family Movies, Comedies","A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.",42,"absent","absent","A jaded detective and a 12-year-old, who considers herself a cop, team up to solve a case that has confounded the police."
"s7003","Movie","Hostiles","Scott Cooper","Christian Bale, Rosamund Pike, Wes Studi, Jesse Plemons, Timothée Chalamet, Ben Foster, Adam Beach, Rory Cochrane, Peter Mullan, Scott Wilson, Paul Anderson, Jonathan Majors, John Benjamin Hickey, Q'orianka Kilcher, Ryan Bingham","United States",2018-08-15,2017,"R",134,"min","Dramas","After a long career battling the Cheyenne, a U.S. Army captain is ordered to safely escort the tribe's most influential chief to his Montana homeland.",82,"absent","absent","In 1892, legendary Army Capt. Joseph Blocker reluctantly agrees to escort a dying Cheyenne war chief and his family back to their tribal land. Embarking on a harrowing and perilous journey from Fort Berringer, N.M., to the grasslands of Montana, they soon encounter a young widow whose family was killed on the plains. The travelers must now band together to survive a punishing landscape that's crawling with hostile Comanches and vicious outliers.â€¦\xa0MORE"
"s5326","Movie","Brad Paisley's Comedy Rodeo","Jay Chapman","Brad Paisley, Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana, Mike E. Winfield","United States",2017-08-15,2017,"TV-MA",63,"min","Music & Musicals, Stand-Up Comedy","Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield.",68,"absent","absent","Country music star Brad Paisley hosts a night of music and laughs with comics Nate Bargatze, John Heffron, Jon Reep, Sarah Tiana and Mike E. Winfield."
"s5328","TV Show","Million Yen Women","","Yojiro Noda, Rila Fukushima, Rena Matsui, Miwako Wagatsuma, Rena Takeda, Yuko Araki, Yuya Endo, Kaito Yoshimura, Moeka Hoshi, Juri Ihata, Mariko Tsutsui, Kanji Furutachi, Tetsuhiro Ikeda, Takashi Yamanaka, Tomoya Nakamura, Lily Franky","Japan",2017-08-15,2017,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, TV Dramas","Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",96,"present","present","Million Yen Women is a Japanese manga series written and illustrated by Shunju Aono. It was serialized in Shogakukan's seinen manga magazine Big Comic Spirits from November 2015 to September 2016. Wikipedia"
"s5329","Movie","The Outcasts","Peter Hutchings","Victoria Justice, Eden Sher, Ashley Rickards, Claudia Lee, Katie Chang, Peyton List, Jazmyn Richardson, Avan Jogia, Will Peltz","United States",2017-08-14,2017,"TV-14",94,"min","Comedies","After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head.",64,"absent","absent","When two best friends, Mindy and Jodi, fall victim to a malicious prank by the mean girls in their high school, they set out to unite all the misfits and plot their revenge."
"s7472","Movie","Mission Control: The Unsung Heroes of Apollo","David Fairhead","","United States, United Kingdom",2017-08-13,2017,"TV-14",100,"min","Documentaries","Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history.",71,"absent","absent","At the heart of the Apollo space program and a remarkable decade of achievement was the team who worked in Mission Control. They were born against a backdrop of economic turmoil and global conflict. Some came from a rural lifestyle, hardly changed from the 19th century. Others grew up in a gritty, blue-collar America of mines and smoke stacks. They ranged from kids straight out of college to those toughened by military service. But from such ordinary beginnings, an extraordinary team was born.â€¦\xa0MORE"
"s5330","Movie","Chocolate City: Vegas Strip","Jean-Claude La Marre","Robert Ri'chard, Darrin Dewitt Henson, Ginuwine, Gilbert Saldivar, Keith Carlos, Michael Bolwaire, Willie Taylor, Michael Jai White, Vivica A. Fox, Mekhi Phifer","United States",2017-08-12,2017,"TV-MA",90,"min","Dramas","The exotic dancers from Chocolate City get back together for a trip to Las Vegas and a chance at $500,000 in prize money.",60,"absent","absent","The Chocolate City dancers come together to save their club from foreclosure. They decide to enter a national stripper competition, travelling all the way to Las Vegas to try their luck."
"s5334","Movie","The Saint","Ernie Barbarash","Adam Rayner, Eliza Dushku, Ian Ogilvy, James Remar, Roger Moore, Enrique Murciano, Thomas Kretschmann, Beatrice Rosen, Greg Grunberg, Yani Gellman","United States",2017-08-10,2017,"TV-14",92,"min","Action & Adventure","Master thief Simon Templar – also known as the Saint – is hired by a wealthy banker to find his kidnapped daughter, but not all is as it seems.",74,"absent","absent","When a master of disguise is hired to steal the secrets of cold fusion from scientist Emma, he has little idea he might fall in love with his victim - or be double-crossed by his snakelike employer."
"s2173","Movie","Killing Hasselhoff","Darren Grant","Ken Jeong, David Hasselhoff, Jim Jefferies, Jon Lovitz, Rhys Darby, Dan Bakkedahl, Jennifer Ikeda, Will Sasso, Colton Dunn","United States",2020-08-01,2017,"R",80,"min","Comedies","In major debt to a loan shark, a nightclub owner who's entered in a celebrity death pool tries to murder a famous figure for half a million dollars.",56,"absent","absent","A nightclub owner participates in a celebrity death pool and attempts to kill David Hasselhoff in order to make enough money and pay off his debts to a moneylender."
"s2180","Movie","The Ottoman Lieutenant","Joseph Ruben","Michiel Huisman, Hera Hilmar, Josh Hartnett, Ben Kingsley, Haluk Bilginer, Affif Ben Badra, Paul Barrett, Jessica Turner","Turkey, United States",2020-08-01,2017,"R",111,"min","Dramas, Romantic Movies","As World War I looms, an American nurse travels to the Ottoman Empire on a medical mission, where she clashes with a dashing lieutenant.",74,"absent","absent","A woman runs away from home and joins Doctor Jude, who works within the Ottoman Empire. She falls in love with an enemy, a lieutenant in the Ottoman Imperial Army, and has to make a decision."
"s6890","TV Show","Grand Designs","","Kevin McCloud","United Kingdom",2019-08-01,2017,"TV-14",2,"Seasons","British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end.",93,"absent","absent","Kevin McCloud visits different building project sites and works on them right from the blueprints to their completion stage."
"s7183","TV Show","Khaani","","Feroze Khan, Sana Javed, Mehmood Aslam, Saman Ansari, Qavi Khan, Salma Hasan, Rashid Farooqi, Muhammad Mubarik Ali","Pakistan",2019-08-01,2017,"TV-14",1,"Season","Crime TV Shows, International TV Shows, Romantic TV Shows","After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.",91,"absent","absent","After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice."
"s8244","TV Show","The Chefs' Line","","Dan Hong, Mark Olive, Melissa Leong, Maeve O'Meara","Australia",2019-08-01,2017,"TV-14",1,"Season","International TV Shows, Reality TV","Home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show.",85,"absent","absent","Four home cooks compete against professional chefs where they prepare a dish based on the cuisine of the week and are judged by a team of talented critics."
"s6976","Movie","History of Joy","Vishnu Govindhan","Vishnu Vinay, Vinay Forrt, Saikumar, Joju George, Nobi, Sreekumar, Nandu, Sunil Sukhada","India",2018-08-01,2017,"TV-14",118,"min","Dramas, International Movies","The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.",71,"absent","absent","The life of law student Joy takes a dramatic turn when misfortune changes his status in society for good."
"s7244","Movie","Kuppivala","Suresh Pillai","Nandu, Kochu Preman, Jayakrishnan, Mohan Ayroor, M.R. Gopakumar, Shanawas, Adoor Ajayan, Dinesh Panicker","",2018-08-01,2017,"TV-14",133,"min","Dramas, International Movies, Romantic Movies","A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.",70,"absent","absent","A poor and helpless mother tries to get her daughter married. When finally a family agrees to accept her as their daughter-in-law, they set some conditions that are not easy to meet."
"s7281","Movie","Lechmi","B.N. Shajeer Sha","Parvathy Ratheesh, Biju Sopanam, Sethulekshmi Amma, Molly Angamaly","India",2018-08-01,2017,"TV-MA",147,"min","Comedies, Horror Movies, International Movies","The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.",60,"absent","absent","Four bachelors living in an apartment together are haunted by a spirit who has no memory of her past. To get rid of her, they enlist the help of an exorcist named Baba Swami."
"s7459","Movie","Minnaminugu the FireFly","Anil Thomas","Surabhi Lakshmi, Krishnan Balakrishnan, Rebecca Santhosh, Prem Prakash, Archana Padmini","India",2018-08-01,2017,"TV-14",128,"min","Dramas, International Movies","A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans.",84,"absent","absent","A nameless widow juggles multiple jobs to support her daughter's decision to study abroad, only to discover that she has other plans."
"s7553","Movie","Mythily Veendum Varunnu","Sabu Varghese","Udhay, Kiran Raj, I.M. Vijayan, Sandhanam, Shivani Bhai, Sangeetha Balan","India",2018-08-01,2017,"TV-PG",88,"min","Horror Movies, International Movies","After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true.",44,"absent","absent","After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true."
"s7681","Movie","Oru Vishsheshapetta Biryani Kissa","Kiran Narayanan","Nedumudi Venu, V.K. Sriraman, Lena, Sunil Sukhada, Mammukoya, Joju George, Bhagath Baby Manuel, Sasi Kalinga","India",2018-08-01,2017,"TV-14",122,"min","Comedies, Dramas, International Movies","When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges.",60,"absent","absent","When an angel is stripped of his halo and powers, he decides to help one human to get them back. Meanwhile, Thaara, a widowed chef, requests to cook biryani for the village but faces discrimination."
"s8591","Movie","Tikli and Laxmi Bomb","Aditya Kripalani","Vibhawari Deshpande, Chitrangada Chakraborty, Suchitra Pillai, Upendra Limaye, Divya Unny, Kritika Pande, Mayur More, Kamil Shaikh","India",2018-08-01,2017,"TV-MA",151,"min","Dramas, International Movies","Two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.",87,"absent","absent","Two female sex workers kick men out of the system and form a cooperative that runs the business, for women and by women."
"s5358","Movie","Maz Jobrani: Immigrant","Maz Jobrani","Maz Jobrani","",2017-08-01,2017,"TV-14",67,"min","Stand-Up Comedy","Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more.",51,"absent","absent","Iranian American comic Maz Jobrani lights up the Kennedy Center with riffs on immigrant life in the Trump era, modern parenting pitfalls and more."
"s5361","TV Show","Surviving Escobar - Alias JJ","","Juan Pablo Urrego, Amparo Grisales, Nicole Santamaría, Elkin Díaz, Francisco Javier Rueda, Ramsés Ramos, Lina Marcela Castrillón, Toto Vega, Camilo Sáenz, Mijail Mulkay, Natasha Klauss, Nelson Camayo","",2017-08-01,2017,"TV-MA",1,"Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",82,"absent","absent","With Pablo Escobar's Medellin in decline, one of the most significant figures in the cartel -- Alias JJ -- has decided to turn himself in to authorities. While he's in prison, he must face his enemies and use all of the underhanded tactics he has learned to survive and regain his status as No. 1 inmate in the prison. While locked up, he also seeks to continue his reign of terror as a feared drug trafficker. The drama series is based on a book by John Jairo Velasquez, a former hit man for Escobar's Medellin.â€¦\xa0MORE"
