"id","type","title","data_added","release_year","rating","duration","duration_units","plot","score","google_language","google_genre","google_plot"
"s4172","TV Show","The Perfect Match","2019-01-25",2017,"TV-14",1,"Season","A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.",83,"absent","present","An elite chef falls in love with the owner of a humble but popular food stall after taking her on as an apprentice, but a tragedy from his past threatens their future together."
"s5065","Movie","Acts of Vengeance","2018-01-25",2017,"R",87,"min","Devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.",69,"absent","absent","Frank Valera, a lawyer, trains to fight and takes a vow of silence until the time he finds out who was behind the murder of his family so he can avenge their deaths."
"s2993","TV Show","Sons of the Caliphate","2020-01-24",2017,"TV-14",2,"Seasons","Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.",82,"absent","absent","The lives of three rich ambitious young men all caught up in the hidden corners of power."
"s5066","TV Show","Prison Playbook","2018-01-24",2017,"TV-MA",1,"Season","With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",86,"absent","present","A Korean baseball player is about to sign with a major league team in the US. However, his plans change after he chases a man who harasses his sister and finds himself spending a year in prison."
"s8324","Movie","The Good Catholic","2018-01-24",2017,"PG-13",97,"min","A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.",74,"absent","absent","Daniel is an idealistic and dedicated priest who loves his work more than anything else, until a chance meeting with a woman at confession stirs up emotions that make him question his true calling."
"s5628","Movie","Cristela Alonzo: Lower Classy","2017-01-24",2017,"TV-MA",67,"min","The irrepressible Alonzo skewers Latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",60,"absent","absent",""
"s7953","Movie","Scales: Mermaids Are Real","2020-01-23",2017,"PG",93,"min","A seemingly ordinary girl learns she will turn into a mermaid on her 12th birthday and be forced to leave her life on land behind.",48,"absent","absent","A seemingly ordinary girl learns that she's destined to turn into a mermaid on her 12th birthday. She must say goodbye to her family and friends while evading the local hunters who wish to capture her."
"s5629","Movie","Gad Gone Wild","2017-01-23",2017,"TV-MA",57,"min","French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.",67,"absent","absent","French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S."
"s8731","Movie","Where's the Money","2018-01-22",2017,"R",86,"min","Hunting for a stash of stolen money, a sharp-witted slacker from South Central Los Angeles infiltrates an all-white college fraternity.",66,"absent","absent","A quick-witted young man from South Central Los Angeles must pledge a lily-white fraternity to recover a hoard of stolen money."
"s5071","TV Show","Love and Hong Kong","2018-01-20",2017,"TV-PG",1,"Season","The lives of five strangers become intertwined forever when a starlet filming a documentary is kidnapped on the streets of Hong Kong.",72,"present","absent","After a starlet is kidnapped during the filming of a documentary, the lives of five strangers become intertwined."
"s5631","Movie","Take the 10","2017-01-20",2017,"TV-MA",80,"min","Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.",49,"absent","absent","The lives of two best friends, a drug dealer and a store manager collide at a hip-hop concert in the Inland Empire."
"s3049","Movie","Half Girlfriend","2020-01-02",2017,"TV-14",129,"min","Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise.",68,"absent","absent","Madhav Jha, a student from Bihar, takes admission in a Delhi college and falls in love with Riya Somani. He coaxes her to be his girlfriend, but she is not interested in him romantically."
"s6939","Movie","Haunters: The Art of the Scare","2018-01-02",2017,"TV-MA",89,"min","This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned.",66,"absent","absent","Filmmaker Jon Schnitzer goes behind the scenes to follow the horror-loving people as they devote their talent, creativity and lives to making the scariest houses, mazes and experiences for the enjoyment and terror of Halloween celebrants."
"s4180","TV Show","Memory Love","2019-01-18",2017,"TV-14",1,"Season","Losing her memory – and her boyfriend – after a car accident, Jia-en crosses paths with a heart transplant recipient who helps her recall her past.",87,"absent","absent","Jia-en loses both her memory and her boyfriend in a devastating car accident. Upon crossing paths with a heart transplant recipient, Jia-en begins to remember her past."
"s5075","Movie","Bad Day for the Cut","2018-01-18",2017,"TV-MA",99,"min","A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion.",65,"absent","absent","A mild-mannered farmer embarks on a bloody quest to avenge his mother's murder. He soon discovers her dark side while wading through the criminal underworld of Belfast, Ireland."
"s5076","TV Show","Tiempos de guerra","2018-01-18",2017,"TV-MA",1,"Season","In 1921, nurse trainees from Madrid's upper class open a hospital in Melilla for Rif War soldiers, finding friendship and romance while saving lives.",94,"present","absent","Queen Victoria Eugenie sends a group of nurses to help the Spanish Army during the Rif War. Soon, the group of inexperienced volunteer nurses learn to survive and save lives on the frontlines."
"s5632","Movie","Neal Brennan: 3 Mics","2017-01-17",2017,"TV-MA",66,"min","Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",65,"absent","absent",""
"s7885","Movie","Roger Corman's Death Race 2050","2017-01-17",2017,"R",93,"min","In this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the United Corporations of America.",45,"absent","absent","Due to overpopulation, the government holds an annual deadly racing, wherein contestants may use any means in order to survive."
"s3026","Movie","MindGamers","2020-01-15",2017,"R",99,"min","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",57,"absent","absent","A group of students make a scientific discovery of linking minds of people through a computer. Later, they spread this technology to inspire equality and freedom without analysing the consequences."
"s4186","Movie","Abducted in Plain Sight","2019-01-15",2017,"TV-14",90,"min","In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice.",74,"absent","absent","In 1974, 12-year-old Jan Broberg is abducted from a small church-going community in Idaho by a trusted neighbour and close family friend."
"s4191","Movie","Pandigai","2019-01-15",2017,"TV-MA",125,"min","Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that.",65,"present","absent","Velu, a brave and poor young man, joins an underground fight club and becomes their top fighter over time. However, he begins to look for a way out after falling in love with a woman."
"s4196","Movie","The Doll 2","2019-01-15",2017,"TV-MA",117,"min","A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films.",77,"present","absent","Six months after the death of her young daughter, a mother starts to believe that her favourite doll may be the key to communicating with her restless spirit."
"s6485","Movie","Chupan Chupai","2019-01-15",2017,"TV-14",118,"min","The lives of five hapless, petty criminals careen into madcap disarray when their plan to abduct a wealthy minister’s son goes horribly wrong.",64,"absent","absent","Three friends, Feddy, Koki and Teli, cross paths with Babu and his girlfriend, Pari. Soon, they go through several misadventures when they kidnap a minister's son for a huge ransom."
"s6639","Movie","Down The Fence","2018-01-15",2017,"TV-PG",94,"min","The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship.",71,"absent","absent","Each year, horse trainers journey to Reno, Nevada to compete for one of the most challenging equestrian championships in the world. For the trainers, winning means putting food on the table and hay in the barn for another year. For the world, it means another year of survival for a culture at risk and the continued refinement of the art of vaquero-style horsemanship that dates back to the first Spanish missions in California.â€¦\xa0MORE"
"s7399","Movie","Manolo: The Boy Who Made Shoes for Lizards","2018-01-15",2017,"TV-MA",89,"min","As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",76,"absent","absent","An in-depth portrait of iconic fashion designer Manolo Blahnik, whose confidence and dedication lead him to become the world's most famous luxury shoemaker."
"s8580","Movie","Thong Dee Fun Khao","2018-01-15",2017,"TV-MA",122,"min","After losing a boxing match, a talented Muay Thai fighter leaves home to train with the best. On his quest, he finds friends, foes and lots of action.",79,"absent","absent","A young runaway grows into a legendary fighter in the combat sport of Muay Thai."
"s8666","Movie","Urvi","2018-01-15",2017,"TV-MA",121,"min","After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.",59,"absent","absent","A wall separates three woman from reaching their dreams. In order to break it down, they must come together and strike at the hands that built it."
"s1416","Movie","An Imperfect Murder","2021-01-13",2017,"R",71,"min","Haunted by a nightmare involving her abusive ex-boyfriend, an actress begins to question her reality and whether the incident took place.",30,"absent","absent","A nightmare about killing her abusive ex-boyfriend haunts an actor, and she begins to question her reality."
"s5084","Movie","Milada","2018-01-12",2017,"TV-14",124,"min","Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.",77,"absent","absent","The life story of Milada HorÃ¡kovÃ¡, an outspoken politician in Czechoslovakia who was active in the resistance during the Nazi occupation."
"s5086","Movie","The Reservoir Game","2018-01-12",2017,"TV-MA",100,"min","An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",59,"absent","absent","An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak."
"s6574","Movie","Dayveon","2018-01-11",2017,"TV-MA",76,"min","Following the shooting death of his older brother, a depressed and aimless 13-year-old boy falls in with a gang in rural Arkansas.",76,"absent","absent","Struggling with his older brother's death, 13-year-old Dayveon spends the sweltering summer days roaming the streets of his rural Arkansas town. With no parents and few role models, he soon falls in with a local gang. Though his sister's boyfriend tries to provide stability and comfort as a reluctant father figure, Dayveon becomes increasingly drawn into the camaraderie and violence of his new world.â€¦\xa0MORE"
"s4207","TV Show","Pocoyo","2019-01-10",2017,"TV-Y",4,"Seasons","Discovery is the name of the game for friendly toddler Pocoyo in this lifelike and richly colored animated adventure series for preschoolers.",79,"present","absent","Stephen Fry narrates this children's animation based around the exploits of a fun-loving, curious little boy who loves to play and explore."
"s7653","Movie","On Yoga The Architecture of Peace","2018-01-10",2017,"TV-14",92,"min","Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga.",96,"absent","absent","Photographer Michael O'Neill talks to yoga masters during a 10 year journey throughout India, Tibet and New York."
"s5640","Movie","Jim Gaffigan: Cinco","2017-01-10",2017,"TV-14",74,"min","America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.",75,"absent","absent",""
"s5641","TV Show","We're Lalaloopsy","2017-01-10",2017,"TV-Y",1,"Season","The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",61,"absent","absent","Follow the adventures of a group of rag dolls as they explore creativity, friendship, magic and music at the same time as they get into small and funny mishaps."
"s1458","TV Show","Jenni Rivera: Mariposa de Barrio","2021-01-01",2017,"TV-MA",1,"Season","This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.",90,"absent","absent","Jenni Rivera: Mariposa de Barrio, la serie, or simply Mariposa de Barrio, is an American biographical telenovela based on the autobiography Unbreakable: My Story, My Way authored by Jenni Rivera before her death and was published posthumously in July 2013. Wikipedia"
"s1459","Movie","London Heist","2021-01-01",2017,"R",96,"min","After a heist gone wrong, a career criminal gradually uncovers the hidden motive behind his father's murder – and it has nothing to do with money.",61,"absent","absent","Movie."
"s3053","TV Show","Because This Is My First Life","2020-01-01",2017,"TV-14",1,"Season","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",89,"present","present","To save money, two housemates get married but soon face unexpected complications, such as demanding in-laws and having to face their own growing bond."
"s3064","TV Show","Live Up To Your Name","2020-01-01",2017,"TV-MA",1,"Season","Pushed together by twists of time, a Joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other.",83,"present","present","A traditional acupuncturist is transported to Seoul 400 years in the future and meets a young surgeon who only believes in modern medicine."
"s3067","TV Show","Mia and Me","2020-01-01",2017,"TV-Y7",2,"Seasons","A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",90,"present","absent","Mia is an awkward 12-year-old who recently arrived at a new boarding school, where she is given a book and bracelet that are more than they appear to be on the surface. The items have the power to transport Mia to a magical storybook world, Centopia, where she becomes a flying elf who has the ability to talk to unicorns. In Centopia, Mia is given the task of saving the land's unicorns from an evil queen. Helping her in that mission are her new friends, elven warriors Mo -- the son of elven King Raynor -- and Yuko, who has been chosen as a protector of the unicorns.â€¦\xa0MORE"
"s3075","TV Show","Save Me","2020-01-01",2017,"TV-MA",1,"Season","Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.",89,"present","present","Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader."
"s3077","TV Show","The Bride of Habaek","2020-01-01",2017,"TV-14",1,"Season","When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him.",86,"present","present","A narcissistic god seeking his rightful throne comes to Earth to search for a powerful stone and enlists the help of a psychiatrist destined to become his wife despite her skepticism of his divine origins."
"s4224","Movie","Pokémon the Movie: I Choose You!","2019-01-01",2017,"TV-Y7",97,"min","When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.",92,"present","absent","Ash Ketchum from Pallet Town is 10 years old today. This means he is now old enough to become a PokÃ©mon Trainer. Ash dreams big about the adventures he will experience after receiving his first PokÃ©monfrom Professor Oak."
"s4225","Movie","Puriyatha Puthir","2019-01-01",2017,"TV-MA",120,"min","An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.",61,"absent","absent","Kathir and Meera's relationship is at stake when he starts receiving private videos of her from an anonymous blackmailer. Eventually, he is determined to get the root of the issue."
"s4226","Movie","Taramani","2019-01-01",2017,"TV-MA",148,"min","A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.",77,"absent","absent","Prabhu, an orthodox man, falls in love with Althea, a free-spirited, single mother. However, when they both get engaged, they realise they are very different from each other."
"s7182","Movie","Kevyn Aucoin: Beauty & the Beast in Me","2019-01-01",2017,"TV-MA",90,"min","Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.",84,"absent","absent","Never-before-seen footage, archival videos, and celebrity interviews provide insight into the life, career, and legacy of makeup artist Kevyn Aucoin."
"s5100","TV Show","The Frozen Dead","2018-01-01",2017,"TV-MA",1,"Season","A grisly find atop a mountain in the French Pyrenees leads investigator Martin Servaz into a twisted dance with a serial killer in this icy thriller.",84,"absent","absent","A mad scientist (Dana Andrews) uses a girl's disembodied head to re-animate Nazis frozen 20 years before."
"s6411","Movie","Camp Cool Kids","2018-01-01",2017,"TV-G",104,"min","A young boy attends summer camp, where he overcomes his fears, stands up to bullies and learns important lessons about faith and life.",52,"absent","absent","With encouragement from his eccentric grandfather, an outcast tries to overcome his fears and stand up against bullies at a summer camp."
"s6921","Movie","Happy Hunting","2018-01-01",2017,"TV-MA",91,"min","On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest.",59,"absent","absent","Warren, a vagabond, becomes the unfortunate victim of an absurd sporting event while struggling through his alcohol addiction and fighting against deranged provincials."
"s6951","Movie","Heartthrob","2018-01-01",2017,"TV-MA",87,"min","A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",76,"absent","absent","Sam Maddox, a troubled girl whose father committed suicide, has earned a reputation at her high school for being a bit promiscuous. When Sam begins seeing brilliant, MIT-bound Henry Sinclair, the two opposites really attract. Although Sam doesn't realize it, Henry is in the grip of an insane romantic obsession, and he will kill anyone who tries to put an end to his star-crossed - and increasingly deadly - romance.â€¦\xa0MORE"
"s7142","Movie","Jora 10 Numbaria","2018-01-01",2017,"TV-MA",135,"min","The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.",75,"present","absent","A traumatised young boy grows up to become a notorious gangster and sets out to seek revenge against the corrupt officials who destroyed his family."
"s7365","Movie","Maacher Jhol","2018-01-01",2017,"TV-PG",107,"min","On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.",89,"present","absent","Dev D, a renowned Paris-based chef, brings a bowl of fish curry, a classic Bengali dish, when he returns to Kolkata to visit his ailing mother."
"s7374","Movie","Maddman: The Steve Madden Story","2018-01-01",2017,"TV-MA",78,"min","This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.",71,"absent","absent","Steve Madden, the mogul of a billion-dollar designer footwear empire, is sent to prison because of his entanglement with Jordan Belfort. Upon his release, he starts to rebuild his empire."
"s7413","Movie","Martin Luther: The Idea that Changed the World","2018-01-01",2017,"TV-PG",55,"min","This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses.""",83,"absent","absent","Telling the story of the monk who took on the Catholic Church, tracing his life before and after the contentious 95 Theses."
"s8124","Movie","Super Dark Times","2018-01-01",2017,"TV-MA",104,"min","A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.",84,"absent","absent","Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence."
"s8620","Movie","Treasures from the Wreck of the Unbelievable","2018-01-01",2017,"TV-G",82,"min","This cinematic journey into the waters off East Africa chronicles the story behind artist Damien Hirst's massive exhibition of oceanic treasures.",85,"absent","absent","The story behind Damien Hirst's art exhibition in Venice: the excavation of an ancient shipwreck. Funded by Hirst, the exhibition is the ambitious project of one of the world's most recognised and controversial contemporary artists."
"s8589","TV Show","Tientsin Mystic","2018-02-09",2017,"TV-14",1,"Season","In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells.",79,"absent","absent","An investigator with a supernatural ability to determine guilt joins with a forensic specialist, a spirit medium and a reporter to root out a hidden cult threatening their early 20th-century river town."
"s6022","Movie","6 Days","2018-02-08",2017,"R",94,"min","When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.",68,"absent","absent","A group of gunmen storms the Iranian Embassy in London and holds everyone inside hostage. The SAS sends their best soldiers to pull off a dangerous rescue mission."
"s2944","Movie","The Ballad of Lefty Brown","2020-02-07",2017,"R",112,"min","After his longtime partner is assassinated, a slow-footed cowboy sets out to find his killer and uncovers a conspiracy engineered by some powerful men.",75,"absent","absent","Lefty Brown witnesses the cold-blooded murder of his old partner, Senator Edward Johnson. To avenge his death, he sets out on a path where he is joined by an amateur gunslinger and an old pal."
"s4126","TV Show","The Last of the Schmucks","2019-02-07",2017,"TV-MA",1,"Season","The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.",92,"absent","absent","In the post-destruction era after the third world war, during the year 2041, men and women continue their eternal battle."
"s5614","Movie","Michael Bolton's Big, Sexy Valentine's Day Special","2017-02-07",2017,"TV-MA",54,"min","After Santa tells him he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a telethon to inspire the world to make love.",63,"absent","absent","Michael Bolton's Big, Sexy Valentine's Day Special is a Netflix variety special starring Michael Bolton and created by The Lonely Island. It was released on Netflix on February 7, 2017. Wikipedia"
"s8717","Movie","Welcome to Willits","2018-02-06",2017,"TV-MA",84,"min","A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.",58,"absent","absent","Deep in the woods of Northern California lies the off-the-grid town of Willits, a haven for marijuana growers, meth addicts and conspiracy theorists. When a gaggle of vacationing teens unknowingly set up their campsite on the property of Willits' most disturbed resident, a psychotic, drug-addled pot farmer who is convinced that extraterrestrials are out to get him, they're in for one hell of a bad time.â€¦\xa0MORE"
"s1338","Movie","Doob: No Bed of Roses","2021-02-05",2017,"TV-PG",104,"min","As a noted filmmaker’s infidelity becomes a media firestorm, his fractured family privately navigates the fallout of his actions for years to come.",69,"present","absent","As a noted filmmaker's infidelity turns into a media firestorm, his fractured family privately navigate the fallout of his actions for years to come."
"s7641","TV Show","OCTB","2018-02-05",2017,"TV-14",1,"Season","An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong.",93,"absent","absent","An undercover detective crosses paths with familiar faces in the mafia underworld during the final years of Britain's ruling of Hong Kong."
"s7797","Movie","Princess Cyd","2018-02-05",2017,"TV-MA",97,"min","A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.",74,"absent","absent","A 16-year-old girl visits her aunt in Chicago for the summer. While there, she falls for another girl, and she and her aunt challenge each other's sex and spirit."
"s5615","Movie","Daniel Sosa: Sosafado","2017-02-03",2017,"TV-MA",78,"min","Comedian Daniel Sosa inhabits various characters, including a Tupperware dealer, a thirsty priest and a Trojan horse soldier in this stand-up special.",79,"absent","absent","Daniel Sosa: Sosafado is a Netflix stand-up comedy special by Mexican comic Daniel Sosa, his first stand-up special for Netflix. In Sosafado, directed by Jan Suter and RaÃºl Campos, Sosa talks about going from work related situations, school problems, living arrangements, questions about women and more. Wikipedia"
"s5023","Movie","반드시 잡는다","2018-02-28",2017,"TV-MA",110,"min","After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.",52,"present","absent","After a number of people in his town turn up dead, a cantankerous landlord receives a visit from a detective hoping to solve a murder case that went cold 30 years ago."
"s5587","Movie","Mike Birbiglia: Thank God for Jokes","2017-02-28",2017,"TV-MA",71,"min","Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.",70,"absent","absent","Mike Birbiglia declares that a joke should never end with ""Iâ€™m joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it\'s a show that asks, â€œHow far should we go for the laugh?â€â€¦\xa0MORE"
"s4076","Movie","My Ex & Whys","2019-02-27",2017,"TV-14",121,"min","Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",80,"absent","absent","Popular blogger Cali is hired to work on a marketing campaign alongside another viral sensation, who also happens to be her ex-boyfriend. Former playboy Gio is intent on proving he has changed and winning Cali back."
"s8345","Movie","The Heyday of the Insensitive Bastards","2018-02-26",2017,"TV-MA",96,"min","An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.",46,"absent","absent","Short stories by Robert Boswell explore the differences between fantasy and reality, memory and history, and the joy and agony of the human condition."
"s5026","Movie","Veronica","2018-02-25",2017,"TV-MA",105,"min","In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",76,"present","absent","During a solar eclipse, a teenage girl and her friends want to summon the spirit of the girl's father using an Ouija board. However, during the session she loses consciousness and soon it becomes clear that evil demons have arrived."
"s5591","Movie","I Don't Feel at Home in This World Anymore","2017-02-24",2017,"TV-MA",97,"min","A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.",58,"absent","absent","After being burglarized, a depressed woman (Melanie Lynskey) and her obnoxious neighbor set out to find the thieves, but they soon find themselves up against a group of dangerous criminals."
"s5592","TV Show","Legend Quest","2017-02-24",2017,"TV-Y7",1,"Season","When an evil force threatens his village, a gifted teen who can talk to ghosts puts his skills to good use, one legend at a time.",70,"present","absent","A teen who can talk to ghosts puts his skills to use when evil forces threaten his village."
"s5031","TV Show","Hitler's Circle of Evil","2018-02-22",2017,"TV-14",1,"Season","Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future.",72,"absent","absent","The story of the rise and fall of the Third Reich told like the drama it really was: through the personal relationships of the movers and shakers of the Nazi Party."
"s5032","Movie","Forgotten","2018-02-21",2017,"TV-MA",109,"min","When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",80,"present","absent","When his abducted brother returns, seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the mysterious kidnapping."
"s8201","Movie","The Bachelors","2018-02-21",2017,"TV-14",100,"min","After the death of his wife, a teacher and his son move to a new city, where emotional connections with two women help them begin to heal.",89,"absent","absent","Post the death of his wife, Bill Palet relocates to a new city with his seventeen-year-old son Wes and starts working at a school. The duo meet two women who help them rediscover themselves."
"s5595","Movie","Trevor Noah: Afraid of the Dark","2017-02-21",2017,"TV-14",67,"min","The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.",75,"absent","absent","Trevor Noah stars in his first Netflix special."
"s5033","TV Show","The Frankenstein Chronicles","2018-02-20",2017,"TV-MA",2,"Seasons","A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction.",86,"absent","present","John Marlott, a talented investigator who discovers what at first glance appears to be the body of a dead child, but on further examination proves to be a crude assembly of body parts arranged in a grotesque parody of a human form."
"s6251","TV Show","Bates Motel","2018-02-20",2017,"TV-MA",5,"Seasons","When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path.",91,"absent","absent","Norman Bates's life spins out of control when his mental health deteriorates. Meanwhile, his mother, Norma, tries to get him the help he needs and protects him from the people around them."
"s8226","Movie","The Breadwinner","2018-02-20",2017,"PG-13",93,"min","A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.",82,"absent","absent","Parvana and her family live in Kabul, which is ruled by the Talibans. After her father gets arrested, she is forced to disguise herself as a boy in order to earn money for her family."
"s4135","Movie","Manusangada","2019-02-02",2017,"TV-14",93,"min","When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",74,"absent","absent","After being denied the chance to give his father a proper burial due to discrimination, a man begins a protest for equal rights across all castes."
"s6507","TV Show","Club Friday The Series 8","2019-02-02",2017,"TV-MA",8,"Seasons","The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",68,"absent","absent","Based on a real-life call-in radio show, dramatising personal stories of romance and heartbreak."
"s5051","Movie","On Body and Soul","2018-02-02",2017,"TV-MA",116,"min","Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.",82,"present","absent","When a man and woman who meet at work begin to know each other, they discover that they have the same dreams at night, and they decide to make them come true."
"s5052","Movie","The Bros","2018-02-02",2017,"TV-14",102,"min","Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family.",52,"present","absent","Reunited in their hometown for their father's funeral, two brothers meet a peculiar woman who shares secrets about their family."
"s1293","Movie","Perú: Tesoro escondido","2021-02-19",2017,"TV-PG",76,"min","It's a country steeped in cultural traditions that stretch back more than 1,000 years. But Peru is also a land of surprising natural riches.",70,"absent","absent","Steeped in ancient cultural traditions that stretch back over 1000 years, Peru is also a land of surprising natural riches."
"s7441","Movie","Memoir of a Murderer","2018-02-19",2017,"TV-MA",118,"min","Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.",79,"present","absent","A former serial killer who has Alzheimer's disease must protect his beloved daughter from her psychotic boyfriend."
"s1308","Movie","The Resurrection of Gavin Stone","2021-02-16",2017,"PG",92,"min","After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.",88,"absent","absent","Former child star Gavin Stone (Brett Dalton) must perform 200 hours of community service after trashing a hotel in his Illinois hometown. Temptation strikes when Stone learns that the church he's assigned to clean is staging a lavish religious production. After landing the lead role of Jesus Christ, Gavin finds himself drawn to the show's director (Anjelah Johnson-Reyes), a young woman who also happens to be the daughter of the affable pastor (D.B. Sweeney).â€¦\xa0MORE"
